Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-gptq-exllama-v2-eager,EleutherAI/polyglot-ko-12.8b,0.599,0.537785400390625,1.859,23668.837,8809.108,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,34.48,33.33,13
4bit-gptq-exllama-v1-fa2,EleutherAI/polyglot-ko-12.8b,0.587,0.5299190063476562,1.887,23838.69,8809.117,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,33.973,33.33,13
4bit-gptq-exllama-v2-fa2,EleutherAI/polyglot-ko-12.8b,0.587,0.5298984985351562,1.887,23804.274,8809.117,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,33.971,33.33,13
8bit-bnb-eager,EleutherAI/polyglot-ko-12.8b,0.117,0.0938649597167968,10.583,229563.874,14370.872,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,6.059,33.33,13
8bit-bnb-fa2,EleutherAI/polyglot-ko-12.8b,0.09,0.0888248291015625,11.212,241675.389,14373.646,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,5.708,33.33,13
4bit-bnb-eager,EleutherAI/polyglot-ko-12.8b,0.577,0.0639754257202148,15.657,272852.051,8556.998,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,4.598,33.33,13
4bit-bnb-fa2,EleutherAI/polyglot-ko-12.8b,0.564,0.0594175987243652,16.898,288202.49,8556.997,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,4.303,33.33,13
8bit-bnb-eager,openai-community/gpt2-large,0.079,0.0777851486206054,12.735,352213.756,1040.841,pytorch,float16,BnB.8bit,Eager,No Kernel,GPT2LMHeadModel,4.974,32.07,0
8bit-bnb-fa2,openai-community/gpt2-large,0.074,0.0758497314453125,13.327,372451.955,1039.858,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPT2LMHeadModel,4.819,32.07,0
4bit-bnb-eager,openai-community/gpt2-large,0.061,0.0507340812683105,19.915,528063.242,705.605,pytorch,float16,BnB.4bit,Eager,No Kernel,GPT2LMHeadModel,3.237,32.07,0
4bit-gptq-exllama-v2-eager,openai-community/gpt2-large,0.05,0.0483368949890136,20.727,342591.012,733.635,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPT2LMHeadModel,3.092,32.07,0
4bit-bnb-fa2,openai-community/gpt2-large,0.056,0.0478873596191406,21.168,580942.953,705.604,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPT2LMHeadModel,3.038,32.07,0
4bit-gptq-exllama-v1-eager,openai-community/gpt2-large,0.048,0.0460738563537597,21.634,353302.238,733.635,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPT2LMHeadModel,2.959,32.07,0
4bit-gptq-exllama-v2-fa2,openai-community/gpt2-large,0.046,0.0456652793884277,22.028,353024.453,733.634,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPT2LMHeadModel,2.927,32.07,0
4bit-gptq-exllama-v1-fa2,openai-community/gpt2-large,0.046,0.0453263359069824,22.075,361664.953,733.634,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPT2LMHeadModel,2.903,32.07,0
float16-eager,openai-community/gpt2-large,0.025,0.0236697597503662,42.43,1011234.426,1740.086,pytorch,float16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,1.511,32.07,0
bfloat16-eager,openai-community/gpt2-large,0.024,0.0236697597503662,42.583,999761.823,1740.086,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPT2LMHeadModel,1.51,32.07,0
float32-eager,openai-community/gpt2-large,0.036,0.0232273921966552,43.401,888363.388,3508.287,pytorch,float32,Unquantized,Eager,No Kernel,GPT2LMHeadModel,1.492,32.07,0
4bit-awq-exllama-v2-eager,openai-community/gpt2-large,0.025,0.022564863204956,44.289,1070640.688,1740.092,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,1.447,32.07,0
4bit-awq-exllama-v1-eager,openai-community/gpt2-large,0.024,0.0223784637451171,45.034,1065623.123,1740.092,pytorch,float16,AWQ.4bit,Eager,No Kernel,GPT2LMHeadModel,1.423,32.07,0
4bit-awq-gemm-eager,openai-community/gpt2-large,0.024,0.0222586879730224,45.041,1096627.032,1740.092,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPT2LMHeadModel,1.429,32.07,0
4bit-awq-gemv-eager,openai-community/gpt2-large,0.024,0.0221870079040527,45.21,1085759.34,1740.092,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMV,GPT2LMHeadModel,1.416,32.07,0
float16-fa2,openai-community/gpt2-large,0.021,0.0203407363891601,49.32,1159216.795,1740.08,pytorch,float16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,1.305,32.07,0
bfloat16-fa2,openai-community/gpt2-large,0.02,0.0200847358703613,49.705,1162354.264,1740.08,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPT2LMHeadModel,1.287,32.07,0
4bit-awq-gemm-fa2,openai-community/gpt2-large,0.02,0.0188938236236572,52.901,1258674.227,1740.085,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPT2LMHeadModel,1.212,32.07,0
4bit-awq-exllama-v2-fa2,openai-community/gpt2-large,0.019,0.0184770565032959,53.538,1239198.148,1740.085,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,1.195,32.07,0
4bit-awq-gemv-fa2,openai-community/gpt2-large,0.019,0.0181606407165527,54.523,1248298.244,1740.085,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMV,GPT2LMHeadModel,1.172,32.07,0
4bit-awq-exllama-v1-fa2,openai-community/gpt2-large,0.019,0.0181340160369873,54.587,1247833.231,1740.085,pytorch,float16,AWQ.4bit,FAv2,No Kernel,GPT2LMHeadModel,1.168,32.07,0
4bit-awq-gemm-eager,EleutherAI/pythia-410m,0.062,0.0605870094299316,16.616,330718.317,659.033,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,3.87,31.55,0
8bit-bnb-eager,EleutherAI/pythia-410m,0.056,0.0571115531921386,17.527,491005.85,769.382,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,3.644,31.55,0
4bit-awq-gemm-fa2,EleutherAI/pythia-410m,0.057,0.0561131515502929,17.662,344796.179,659.032,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,3.609,31.55,0
8bit-bnb-fa2,EleutherAI/pythia-410m,0.054,0.0545228805541992,18.494,513078.012,775.103,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,3.469,31.55,0
4bit-bnb-eager,EleutherAI/pythia-410m,0.045,0.0376258544921875,26.392,711328.31,622.611,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,2.428,31.55,0
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-410m,0.037,0.0366284790039062,27.336,544799.497,644.02,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,2.348,31.55,0
4bit-bnb-fa2,EleutherAI/pythia-410m,0.042,0.0359710731506347,27.983,777208.944,622.924,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,2.294,31.55,0
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-410m,0.036,0.034853889465332,28.545,543417.639,644.02,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,2.244,31.55,0
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-410m,0.034,0.0328253440856933,30.362,582969.335,644.019,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,2.111,31.55,0
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-410m,0.033,0.0321761283874511,30.848,575216.192,644.019,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,2.072,31.55,0
float16-eager,EleutherAI/pythia-410m,0.02,0.0185016002655029,53.665,1396746.848,1058.88,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.189,31.55,0
bfloat16-eager,EleutherAI/pythia-410m,0.019,0.0183910408020019,54.163,1402107.751,1058.88,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.181,31.55,0
float32-eager,EleutherAI/pythia-410m,0.021,0.0184248008728027,54.785,1300586.911,1948.841,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.175,31.55,0
bfloat16-fa2,EleutherAI/pythia-410m,0.017,0.01680588722229,59.601,1546297.184,1059.395,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.078,31.55,0
float16-fa2,EleutherAI/pythia-410m,0.017,0.0159866876602172,61.927,1580077.49,1059.395,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.031,31.55,0
4bit-awq-gemm-eager,stabilityai/stablelm-base-alpha-3b,0.284,0.2628362121582031,3.804,50560.971,3698.947,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,16.845,31.5,3
4bit-awq-gemm-fa2,stabilityai/stablelm-base-alpha-3b,0.28,0.260126708984375,3.844,50434.618,3698.946,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,16.668,31.5,3
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-base-alpha-3b,0.163,0.1415372772216797,7.064,95265.302,3433.427,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,9.081,31.5,3
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-base-alpha-3b,0.162,0.1415280609130859,7.065,95177.46,3433.427,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,9.079,31.5,3
4bit-gptq-exllama-v2-fa2,stabilityai/stablelm-base-alpha-3b,0.158,0.1383884735107421,7.225,95944.24,3432.377,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,8.878,31.5,3
4bit-gptq-exllama-v1-fa2,stabilityai/stablelm-base-alpha-3b,0.158,0.1383321533203125,7.228,96445.847,3432.377,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,8.874,31.5,3
8bit-bnb-eager,stabilityai/stablelm-base-alpha-3b,0.042,0.0398827514648437,25.266,573787.985,4644.655,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,2.539,31.5,3
8bit-bnb-fa2,stabilityai/stablelm-base-alpha-3b,0.038,0.037968894958496,26.719,612952.47,4646.669,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,2.407,31.5,3
float32-eager,stabilityai/stablelm-base-alpha-3b,0.112,0.0322283515930175,31.02,447867.535,15300.094,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,2.143,31.5,3
4bit-bnb-eager,stabilityai/stablelm-base-alpha-3b,0.159,0.0276060161590576,37.029,780774.194,3391.749,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,1.867,31.5,3
4bit-bnb-fa2,stabilityai/stablelm-base-alpha-3b,0.154,0.0242954883575439,40.93,802461.119,3391.749,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,1.688,31.5,3
bfloat16-eager,stabilityai/stablelm-base-alpha-3b,0.043,0.0202403831481933,49.362,729562.086,7864.442,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.319,31.5,3
float16-eager,stabilityai/stablelm-base-alpha-3b,0.047,0.0201359367370605,49.643,713404.983,7864.442,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.316,31.5,3
float16-fa2,stabilityai/stablelm-base-alpha-3b,0.043,0.0181708793640136,54.926,760886.968,7866.521,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.188,31.5,3
bfloat16-fa2,stabilityai/stablelm-base-alpha-3b,0.039,0.0181473274230957,54.988,773417.03,7866.521,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.182,31.5,3
4bit-awq-gemm-eager,facebook/opt-350m,0.072,0.0720998382568359,13.967,297087.284,337.283,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,OPTForCausalLM,4.58,30.01,0
4bit-awq-gemm-fa2,facebook/opt-350m,0.07,0.0702668762207031,14.406,308634.395,337.282,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,OPTForCausalLM,4.47,30.01,0
8bit-bnb-eager,facebook/opt-350m,0.067,0.0664709091186523,14.995,415125.434,446.104,pytorch,float16,BnB.8bit,Eager,No Kernel,OPTForCausalLM,4.267,30.01,0
8bit-bnb-fa2,facebook/opt-350m,0.066,0.0647895050048828,15.415,436094.743,446.104,pytorch,float16,BnB.8bit,FAv2,No Kernel,OPTForCausalLM,4.141,30.01,0
4bit-bnb-eager,facebook/opt-350m,0.052,0.0401694717407226,24.889,692073.892,298.885,pytorch,float16,BnB.4bit,Eager,No Kernel,OPTForCausalLM,2.587,30.01,0
4bit-gptq-exllama-v2-eager,facebook/opt-350m,0.041,0.0395254096984863,25.24,571762.47,323.048,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,OPTForCausalLM,2.535,30.01,0
4bit-gptq-exllama-v1-eager,facebook/opt-350m,0.04,0.0387041282653808,25.946,568704.659,323.048,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,OPTForCausalLM,2.476,30.01,0
4bit-gptq-exllama-v1-fa2,facebook/opt-350m,0.038,0.0376145935058593,26.569,568514.996,323.047,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,OPTForCausalLM,2.41,30.01,0
4bit-bnb-fa2,facebook/opt-350m,0.046,0.0370370559692382,26.764,734961.035,298.884,pytorch,float16,BnB.4bit,FAv2,No Kernel,OPTForCausalLM,2.393,30.01,0
4bit-gptq-exllama-v2-fa2,facebook/opt-350m,0.038,0.0373903350830078,26.816,591017.835,323.047,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,OPTForCausalLM,2.394,30.01,0
float32-eager,facebook/opt-350m,0.02,0.0137051515579223,73.895,1627981.143,1491.807,pytorch,float32,Unquantized,Eager,No Kernel,OPTForCausalLM,0.881,30.01,0
bfloat16-eager,facebook/opt-350m,0.015,0.0129797439575195,77.885,1964455.98,749.22,pytorch,bfloat16,Unquantized,Eager,No Kernel,OPTForCausalLM,0.825,30.01,0
float16-eager,facebook/opt-350m,0.015,0.0126883840560913,77.978,1954216.394,749.22,pytorch,float16,Unquantized,Eager,No Kernel,OPTForCausalLM,0.818,30.01,0
bfloat16-fa2,facebook/opt-350m,0.012,0.011165696144104,89.845,2218804.851,749.216,pytorch,bfloat16,Unquantized,FAv2,No Kernel,OPTForCausalLM,0.715,30.01,0
float16-fa2,facebook/opt-350m,0.012,0.0110714883804321,90.134,2335033.387,749.216,pytorch,float16,Unquantized,FAv2,No Kernel,OPTForCausalLM,0.708,30.01,0
4bit-awq-gemm-eager,facebook/xglm-564M,0.074,0.0719994888305664,14.024,296579.554,915.411,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,XGLMForCausalLM,4.571,29.55,0
8bit-bnb-eager,facebook/xglm-564M,0.069,0.067570686340332,14.625,398754.137,1024.137,pytorch,float16,BnB.8bit,Eager,No Kernel,XGLMForCausalLM,4.363,29.55,0
4bit-bnb-eager,facebook/xglm-564M,0.054,0.0398950386047363,24.7,660603.34,877.222,pytorch,float16,BnB.4bit,Eager,No Kernel,XGLMForCausalLM,2.596,29.55,0
4bit-gptq-exllama-v1-eager,facebook/xglm-564M,0.043,0.0399912948608398,25.382,530179.56,899.625,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,XGLMForCausalLM,2.525,29.55,0
4bit-gptq-exllama-v2-eager,facebook/xglm-564M,0.041,0.0379432945251464,26.228,529065.496,899.625,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,XGLMForCausalLM,2.436,29.55,0
float32-eager,facebook/xglm-564M,0.026,0.0149493761062622,66.176,1356495.312,2642.978,pytorch,float32,Unquantized,Eager,No Kernel,XGLMForCausalLM,0.973,29.55,0
bfloat16-eager,facebook/xglm-564M,0.016,0.0138506240844726,71.601,1716898.475,1324.762,pytorch,bfloat16,Unquantized,Eager,No Kernel,XGLMForCausalLM,0.895,29.55,0
float16-eager,facebook/xglm-564M,0.016,0.0136939516067504,72.155,1675657.954,1324.762,pytorch,float16,Unquantized,Eager,No Kernel,XGLMForCausalLM,0.887,29.55,0
8bit-bnb-eager,EleutherAI/gpt-neo-125m,0.037,0.036853759765625,27.441,769762.286,271.428,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoForCausalLM,2.332,29.47,0
8bit-bnb-fa2,EleutherAI/gpt-neo-125m,0.036,0.0357683181762695,27.995,815968.107,270.703,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoForCausalLM,2.288,29.47,0
4bit-awq-gemm-eager,EleutherAI/gpt-neo-125m,0.036,0.0348610572814941,28.812,679097.819,250.723,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoForCausalLM,2.227,29.47,0
4bit-awq-gemm-fa2,EleutherAI/gpt-neo-125m,0.032,0.0317900791168212,31.366,737005.458,250.722,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoForCausalLM,2.039,29.47,0
4bit-bnb-eager,EleutherAI/gpt-neo-125m,0.028,0.0222986240386962,45.042,1257963.233,229.949,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoForCausalLM,1.431,29.47,0
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-neo-125m,0.023,0.0219013118743896,46.138,1143598.575,242.383,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoForCausalLM,1.405,29.47,0
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-neo-125m,0.021,0.0205619201660156,48.215,1139396.306,242.383,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoForCausalLM,1.319,29.47,0
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-neo-125m,0.02,0.020179967880249,49.646,1257658.476,242.382,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoForCausalLM,1.285,29.47,0
4bit-bnb-fa2,EleutherAI/gpt-neo-125m,0.026,0.0202055683135986,49.836,1385043.468,229.306,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoForCausalLM,1.291,29.47,0
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-neo-125m,0.019,0.0190627841949462,52.231,1239955.829,242.382,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoForCausalLM,1.221,29.47,0
bfloat16-eager,EleutherAI/gpt-neo-125m,0.01,0.0094658555984497,105.172,2873777.042,363.873,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,0.608,29.47,0
float16-eager,EleutherAI/gpt-neo-125m,0.01,0.0093696002960205,106.947,2861447.042,363.873,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,0.601,29.47,0
float32-eager,EleutherAI/gpt-neo-125m,0.01,0.0084142084121704,117.105,2858403.917,657.858,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,0.546,29.47,0
bfloat16-fa2,EleutherAI/gpt-neo-125m,0.008,0.0077296640872955,130.278,3422315.211,363.871,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.496,29.47,0
float16-fa2,EleutherAI/gpt-neo-125m,0.008,0.0075473918914794,132.452,3474671.554,363.871,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.481,29.47,0
4bit-awq-gemm-eager,facebook/opt-125m,0.036,0.0348313598632812,28.904,682784.477,199.793,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,OPTForCausalLM,2.236,29.15,0
8bit-bnb-eager,facebook/opt-125m,0.036,0.0345292816162109,29.345,820492.705,220.298,pytorch,float16,BnB.8bit,Eager,No Kernel,OPTForCausalLM,2.191,29.15,0
8bit-bnb-fa2,facebook/opt-125m,0.033,0.0330219535827636,30.299,845306.542,219.642,pytorch,float16,BnB.8bit,FAv2,No Kernel,OPTForCausalLM,2.112,29.15,0
4bit-awq-gemm-fa2,facebook/opt-125m,0.033,0.0327383041381835,30.722,715280.673,199.792,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,OPTForCausalLM,2.087,29.15,0
4bit-bnb-eager,facebook/opt-125m,0.026,0.0201615352630615,49.141,1347345.585,178.504,pytorch,float16,BnB.4bit,Eager,No Kernel,OPTForCausalLM,1.3,29.15,0
4bit-gptq-exllama-v2-eager,facebook/opt-125m,0.021,0.0202526721954345,49.431,1264565.281,191.398,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,OPTForCausalLM,1.298,29.15,0
4bit-gptq-exllama-v1-eager,facebook/opt-125m,0.021,0.0199741439819335,50.258,1240120.689,191.398,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,OPTForCausalLM,1.276,29.15,0
4bit-bnb-fa2,facebook/opt-125m,0.025,0.0198768634796142,50.855,1424085.765,178.503,pytorch,float16,BnB.4bit,FAv2,No Kernel,OPTForCausalLM,1.264,29.15,0
4bit-gptq-exllama-v2-fa2,facebook/opt-125m,0.019,0.0195573768615722,51.783,1261810.601,191.397,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,OPTForCausalLM,1.253,29.15,0
4bit-gptq-exllama-v1-fa2,facebook/opt-125m,0.02,0.0192286720275878,52.217,1278765.111,191.397,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,OPTForCausalLM,1.232,29.15,0
float32-eager,facebook/opt-125m,0.009,0.0075028481483459,134.655,3300597.991,601.352,pytorch,float32,Unquantized,Eager,No Kernel,OPTForCausalLM,0.483,29.15,0
float16-eager,facebook/opt-125m,0.008,0.0069089279174804,143.588,3729138.984,312.416,pytorch,float16,Unquantized,Eager,No Kernel,OPTForCausalLM,0.445,29.15,0
bfloat16-eager,facebook/opt-125m,0.008,0.0069662718772888,143.808,3748345.371,312.416,pytorch,bfloat16,Unquantized,Eager,No Kernel,OPTForCausalLM,0.446,29.15,0
bfloat16-fa2,facebook/opt-125m,0.007,0.0060774397850036,164.689,4230568.683,312.411,pytorch,bfloat16,Unquantized,FAv2,No Kernel,OPTForCausalLM,0.39,29.15,0
float16-fa2,facebook/opt-125m,0.007,0.0057999358177185,170.204,4354691.497,312.411,pytorch,float16,Unquantized,FAv2,No Kernel,OPTForCausalLM,0.374,29.15,0
4bit-awq-gemm-eager,EleutherAI/pythia-160m,0.031,0.0297799682617187,33.572,765263.028,347.09,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,1.909,29.02,0
8bit-bnb-eager,EleutherAI/pythia-160m,0.029,0.0286535682678222,34.68,964850.118,374.092,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,1.84,29.02,0
8bit-bnb-fa2,EleutherAI/pythia-160m,0.029,0.0285695991516113,35.091,1000364.584,375.329,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,1.827,29.02,0
4bit-awq-gemm-fa2,EleutherAI/pythia-160m,0.027,0.0265953273773193,37.356,829979.811,347.089,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,1.707,29.02,0
4bit-bnb-eager,EleutherAI/pythia-160m,0.023,0.019274751663208,51.518,1406894.783,327.544,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,1.24,29.02,0
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-160m,0.019,0.0188620796203613,53.254,1246751.261,340.903,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,1.204,29.02,0
4bit-bnb-fa2,EleutherAI/pythia-160m,0.022,0.0186511688232421,53.668,1486652.943,327.815,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,1.196,29.02,0
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-160m,0.019,0.0182436485290527,54.386,1224672.682,340.903,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,1.175,29.02,0
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-160m,0.018,0.0174766082763671,57.17,1346703.501,340.902,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,1.12,29.02,0
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-160m,0.018,0.0172011528015136,58.096,1314330.744,340.902,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,1.102,29.02,0
bfloat16-eager,EleutherAI/pythia-160m,0.012,0.0108575201034545,92.837,2473045.21,469.363,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,0.697,29.02,0
float16-eager,EleutherAI/pythia-160m,0.011,0.0103096323013305,95.803,2529130.747,469.363,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,0.665,29.02,0
float32-eager,EleutherAI/pythia-160m,0.011,0.0099553279876708,100.646,2560410.394,828.946,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,0.639,29.02,0
bfloat16-fa2,EleutherAI/pythia-160m,0.01,0.0093644800186157,107.325,2801170.101,469.749,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,0.601,29.02,0
float16-fa2,EleutherAI/pythia-160m,0.01,0.0089548797607421,110.301,2839945.689,469.749,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,0.579,29.02,0
8bit-bnb-eager,EleutherAI/pythia-70m,0.015,0.0150077438354492,65.933,1818589.409,197.768,pytorch,float16,BnB.8bit,Eager,No Kernel,Unknown,0.967,28.93,0
4bit-awq-gemm-eager,EleutherAI/pythia-70m,0.015,0.0145776643753051,68.134,1702731.677,197.934,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Unknown,0.935,28.93,0
8bit-bnb-fa2,EleutherAI/pythia-70m,0.015,0.0145991678237915,68.425,1934272.177,197.947,pytorch,float16,BnB.8bit,FAv2,No Kernel,Unknown,0.936,28.93,0
4bit-awq-gemm-fa2,EleutherAI/pythia-70m,0.014,0.0137021436691284,72.549,1760468.186,197.933,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Unknown,0.88,28.93,0
4bit-bnb-eager,EleutherAI/pythia-70m,0.013,0.0104120321273803,94.552,2617805.368,188.553,pytorch,float16,BnB.4bit,Eager,No Kernel,Unknown,0.672,28.93,0
4bit-bnb-fa2,EleutherAI/pythia-70m,0.012,0.0098887996673583,101.6,2783196.009,188.745,pytorch,float16,BnB.4bit,FAv2,No Kernel,Unknown,0.629,28.93,0
